Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
9678,Ngui,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.3613888888888885,134.32527777777779",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9678
9603,Lehuiwahia,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.55515,134.68872000000002",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9603
9292,Agas,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.3438888888888885,134.3311111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9292
8993,Elsab,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.754708888888889,132.1729025",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/8993
9145,Meladawan,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"","","-7.324722222222222,131.23083333333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9145
9833,Wenang Ujung,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.55401,134.78669",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9833
9219,Kidan,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"","","-3.9141666666666666,131.04749999999999",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9219
9520,Kargaborborar,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.778611111111111,134.41666666666666",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9520
9064,Tarwa,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.802777777777778,132.62027777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9064
9755,Sirpapa,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.483809166666667,134.48460166666666",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9755
9293,Ajera,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.395277777777778,134.36444444444444",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9293
9604,Lelam Kojabi,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.148055555555556,134.7725",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9604
9679,Nipas,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.533055555555555,134.775",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9679
9438,Gorikomnar Pot,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.7380555555555555,134.41083333333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9438
8994,Er,"",MALUKU,Kab. MALUKU TENGGARA,"","","-5.559444444444444,132.5625",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/8994
9366,Debatu,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.2252777777777775,134.38194444444446",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9366
