Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
1814,Baturujuk Lunik,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.7138888888888895,104.95412722222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1814
1815,Batutajam,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.703055555555555,104.93805555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1815
1816,Burung,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.785555555555556,105.08805555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1816
1817,Cukuhpandan Balak,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.764166666666667,105.08762916666666",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1817
1818,Cukuhpandan Lunik,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.7652777777777775,105.08694444444444",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1818
1819,Cukuhpandan Pinggir,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.7636111111111115,105.08777777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1819
1820,Cukuhpandan Tengah,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.764722222222222,105.08722222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1820
1821,Gawani,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.768888888888889,105.06305555555555",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1821
1822,Hiu,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.752355,105.01647027777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1822
1823,Kabulung,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.707222222222223,104.96527777777779",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1823
1824,kamintara Balak,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.7919925,105.2032988888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1824
1825,Kamintara Barat,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.793055555555555,105.19777777777779",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1825
1826,kamintara Lunik,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.793966666666667,105.20458611111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1826
870,Kubur,"",LAMPUNG,KOTA BANDAR LAMPUNG,TELUK BETUNG SELATAN,"","-5.488888888888889,105.26055555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/870
1827,Kamintara Tengah,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.79347,105.2043775",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1827
871,Pasaran,"",LAMPUNG,KOTA BANDAR LAMPUNG,TELUK BETUNG SELATAN,"","-5.4638888888888895,105.26527777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/871
1828,Kamintara Timur,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.7929844444444445,105.20427277777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1828
872,Batugurih,"",LAMPUNG,Kab. LAMPUNG BARAT,BENGKUNAT,"","-5.892222222222221,104.44277777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/872
1750,Anak Krakatau,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-6.097919999999999,105.42636416666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1750
1829,Karangputih,"",LAMPUNG,Kab. TANGGAMUS,"","","-5.66388888888889,104.88583333333334",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1829
